CRN,Course,Sec,Seats,Title,Days,Times,Instructor,Loc,Class Info
CLAS,·······,TBA-TBA,,,,,,,
01076,FREN 1,40Z,WL,"Elementary French (First Quarter)View FootnoteFREN-001.-40Z: Fully ONLINE. This class meets each week on scheduled days and times as noted in the class listing. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",M·W····,06:30 PM-08:45 PM,Loubna Hafid,ONLINE,OL 
23396,GEO 1,50Z,WL,"Physical GeographyView FootnoteGEO-001.-50Z:  This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Sohini Dutt,ONLINE,OL 
27661,GEO 4,50Z,Open,"Cultural GeographyView FootnoteGEO-004.-50Z-: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Kerry Rohrmeier,ONLINE,$LOL 
22794,GEO 10,50Z,WL,"World Regional GeographyView FootnoteGEO-010.-50Z-:  This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Sohini Dutt,ONLINE,OL 
22240,GEO 10,62Z,WL,"World Regional GeographyView FootnoteGEO -010.-62Z: * This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,Eileen Pena,ONLINE,OL 
24095,GEO 10,65Z,Full,"World Regional GeographyView FootnoteGEO -010.-65Z: * This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,Eileen Pena,ONLINE,OL 
01092,GEOL 10,50Z,WL,"Introductory GeologyView FootnoteGEOL-010.-50Z:Fully ONLINE. This lecture, laboratory class does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Chris Dileonardo,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
01093,GEOL 10,51Z,WL,"Introductory GeologyView FootnoteGEOL-010.-51Z:Fully ONLINE. This lecture, laboratory class does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Chris Dileonardo,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
27753,GEOL 10,52Z,WL,"Introductory GeologyView FootnoteGEOL-010.-52Z:Fully ONLINE. This lecture, laboratory class does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Chris Dileonardo,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
02626,GEOL 20,60Z,Open,"General OceanographyView FootnoteGEOL-020.-60Z:Fully ONLINE. This class does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Chris Dileonardo,ONLINE,OL 
20581,GERM 1,40Z,Open,"Elementary German (First Quarter)View FootnoteGERM-001.-40Z: Fully ONLINE. This class meets each week on scheduled days and times as noted in the class listing. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·T·R···,06:30 PM-08:45 PM,Maike Ahrends,ONLINE,OL 
26324,GERM 1,41Z,Open,"Elementary German (First Quarter)View FootnoteGERM-001.-41Z: Fully ONLINE. This class meets each week on scheduled days and times as noted in the class listing. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",M·W····,06:30 PM-08:45 PM,Maike Ahrends,ONLINE,OL 
25284,HIST 3A,50Z,Open,"World History from Prehistory to 750 CEView FootnoteHIST-003A-50Z-: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Greg Knittel,ONLINE,OL 
25866,HIST 3A,51Z,WL,"World History from Prehistory to 750 CEView FootnoteHIST-003A-51Z-: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Raeann Ramsey,ONLINE,OL 
25287,HIST 3B,50Z,Open,"World History from 750 to 1750 CEView FootnoteHIST-003B-50Z-:  This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,Christopher Jackson,ONLINE,OL Download Syllabus for HIST 3B 50Z 
27745,HIST 3B,51Z,Open,"World History from 750 to 1750 CEView FootnoteHIST-003B-51Z-: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Rashi Jackman,ONLINE,OL 
27856,HIST 3BH,50Z,Open,"World History from 750 to 1750 CE - HONORSView FootnoteHIST-003BH-50Z-:  Honors class, need permission from instructor to add, please attend class on first week of the quarter and obtain and Add Code. This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,Christopher Jackson,ONLINE,OL 
25868,HIST 3C,50Z,Open,"World History from 1750 CE to the PresentView FootnoteHIST-003C-50Z-:  This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Christopher Jackson,ONLINE,OL Download Syllabus for HIST 3C 50Z 
27746,HIST 3C,51Z,Open,"World History from 1750 CE to the PresentView FootnoteHIST-003C-51Z-: This is an online class that meets each week on scheduled days and times as noted in the class listing. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,George Edgar,ONLINE,OL 
27857,HIST 3CH,50Z,Open,"World History from 1750 CE to the Present - HONORSView FootnoteHIST-003CH-50Z-:  Honors class, need permission from instructor to add, please attend class on first week of the quarter and obtain and Add Code. This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Christopher Jackson,ONLINE,OL 
24096,HIST 6A,50Z,Open,"History of Western Civilization: Pre-History to 750 C.E.View FootnoteHIST-006A-50Z-:  This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,Ben Kline,ONLINE,OL 
27747,HIST 6C,50Z,Open,"History of Western Civilization: 1750 C.E. to PresentView FootnoteHIST-006C-50Z-: This is an online class that meets each week on scheduled days and times as noted in the class listing. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Ben Kline,ONLINE,OL 
27060,HIST 9,01Z,Open,"Women in American HistoryView FootnoteHIST-009-01Z-: This is an online class that meets each week on scheduled days and times as noted in the class listing. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",M·W····,01:30 PM-03:20 PM,Anne Hickling,ONLINE,OL 
24322,HIST 17A,51Z,Open,"History of the United States to Early National EraView FootnoteHIST-017A-51Z-:  This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,Carol Cini,ONLINE,OL 
01132,HIST 17A,53Z,Open,"History of the United States to Early National EraView FootnoteHIST-17A-53Z-:  This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,Greg Knittel,ONLINE,OL 
24768,HIST 17A,62Z,Open,"History of the United States to Early National EraView FootnoteHIST-017A-62Z: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Carol Cini,ONLINE,OL 
23409,HIST 17B,52Z,Open,"History of the United States from 1800 to 1900View FootnoteHIST-17B-52Z-: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Hai Nguyen,ONLINE,OL 
26838,HIST 17B,53Z,Open,"History of the United States from 1800 to 1900View FootnoteHIST-17B-53Z-: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Greg Knittel,ONLINE,OL 
27750,HIST 17B,54Z,Open,"History of the United States from 1800 to 1900View FootnoteHIST-17B-54Z-: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Christopher Jackson,ONLINE,OL Download Syllabus for HIST 17B 54Z 
27892,HIST 17BH,54Z,Open,"History of the United States from 1800 to 1900 - HONORSView FootnoteHIST-17BH-54Z-: Honors class, need permission from instructor to add, please attend class on first week of the quarter and obtain and Add Code. This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Christopher Jackson,ONLINE,OL 
24770,HIST 17C,50Z,Open,"History of the United States from 1900 to the PresentView FootnoteHIST-017C-50Z-: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Christopher Jackson,ONLINE,OL Download Syllabus for HIST 17C 50Z 
25279,HIST 17C,52Z,Open,"History of the United States from 1900 to the PresentView FootnoteHIST-017C-52Z-:  This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,David Howard-Pitney,ONLINE,OL Download Syllabus for HIST 17C 52Z 
24886,HIST 17C,55Z,Open,"History of the United States from 1900 to the PresentView FootnoteHIST-017C-55Z-:  This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,Carol Cini,ONLINE,OL 
25276,HIST 17C,58Z,Open,"History of the United States from 1900 to the PresentView FootnoteHIST-017C-58Z: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Raeann Ramsey,ONLINE,OL 
24098,HIST 17C,59Z,Open,"History of the United States from 1900 to the PresentView FootnoteHIST-017C-59Z: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,Hai Nguyen,ONLINE,OL 
26421,HIST 18A,60Z,WL,"African American History to 1865View FootnoteHIST D018A.60Z: Fully ONLINE. This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Julie Keiffer-Lewis,ONLINE,OL 
27844,HLTH 21,01Z,Open,"Contemporary Health ConcernsView FootnoteHLTH 021.-01Z: This is an online class that meets each week on scheduled days and times as noted in the class listing. Students can log in to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning . 
",··W····,01:35 PM-03:00 PM,Alison Campbell,ONLINE,OL 
TBA,·······,TBA-TBA,,,,,,,
26055,HLTH 21,01GZ,Open,"Contemporary Health ConcernsView FootnoteHLTH-021.-1GZ: Fully ONLINE. Class is FUHSD students. This is a dual enrollment class; offered through the CCAP Agreement. This class meets each week on scheduled days and times as noted in the class listing. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",··W····,01:35 PM-03:00 PM,Alison Campbell,ONLINE,OL 
TBA,·······,TBA-TBA,,,,,,,
26792,HLTH 21,51Z,WL,"Contemporary Health ConcernsView FootnoteHLTH-021.-51Z: This class begins the last six weeks of the quarter beginning 11/6/2023. This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Barbara Liechty,ONLINE,$0OLLQ 
26795,HLTH 21,52Z,Open,"Contemporary Health ConcernsView FootnoteHLTH-021.-52Z: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Barbara Liechty,ONLINE,$0OL 
27786,HLTH 21,53Z,WL,"Contemporary Health ConcernsView FootnoteTH 21.53Z : This course is Fully ONLINE. This is a 6-week class, from 11/06/23 - 12/15/23. This is an online lecture class with no scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Barbara Liechty,ONLINE,$0OLLQ 
01160,HNDI 1,40Z,WL,"Elementary Hindi (First Quarter)View FootnoteHNDI-001.-40Z: Fully ONLINE. This class meets each week on scheduled days and times as noted in the class listing. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·T·R···,06:00 PM-08:15 PM,Nilu Gupta,ONLINE,OL 
23700,HTEC 50,01Z,Open,"Introduction to Health TechnologiesView FootnoteHTEC-050.-01Z:This is an online class that meets each week on scheduled days and times as noted in the class listing. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning  .",····F··,10:30 AM-12:20 PM,Sumedha Sherlekar,ONLINE,OL Download Syllabus for HTEC 50 01Z 
01165,HTEC 60A,01Z,Open,"Basic Medical TerminologyView FootnoteHTEC-060A-01Z: This class does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.
",·······,TBA-TBA,Maureen Miramontes,ONLINE,OL 
01167,HTEC 60A,02Z,Open,"Basic Medical TerminologyView FootnoteHTEC-060A-02Z: This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Sumedha Sherlekar,ONLINE,OL Download Syllabus for HTEC 60A 02Z 
